time,SP2206,HS2601,FF1107,HL1301,GC2408,LB0303,SE1208,LA1404,KA1406,WM0403,JP1906,SJ1006,ST0412,RJ1612,SL2009,AA0509,IV2507,PS2810,VK3004,SF2004,EF0410,FJ1809,AL1606,FY2803,BC0611,MJP1611,ZM311,BE1110,WB2110,HA2610,WV0510,KL1507,SC2404,HJ1011,KT1809,SJ0507,PE1605,,,,,
08:50,3.0629,2.9895,2.7833,3.1790,3.2980,3.4980,4.6230,4.6458,4.5324,3.2484,4.0164,5.2080,3.9524,4.6617,4.2011,2.7840,4.3997,4.6048,3.4800,3.9633,4.3014,2.5070,4.5956,4.3087,2.8094,4.1800,4.8137,3.3500,4.6731,4.3826,3.3200,4.4728,4.6354,3.0609,3.5114,2.9309,3.8204,,,,,
08:55,3.0733,2.9771,2.7987,3.0238,3.2721,3.5708,4.6164,4.6939,4.5138,3.1644,4.0743,5.2800,3.9569,4.6264,4.2007,2.8340,4.2844,4.6811,3.5800,3.8953,4.2632,2.4946,4.5653,4.4539,2.8996,4.3100,4.7169,3.3800,4.3284,4.4568,3.2500,4.5235,4.6466,3.0848,3.5812,3.0010,3.8143,,,,,
09:00,3.0797,2.9550,2.8572,3.1217,3.2156,3.5154,4.5304,4.7110,4.4028,3.2312,4.1238,5.3364,3.8475,4.6486,3.9775,2.8632,4.3260,4.7024,3.5200,3.8039,4.1917,2.4086,4.6222,4.6363,2.8708,4.2700,4.7034,3.3700,4.6103,4.4511,3.2500,4.4869,4.6639,3.1654,3.5691,2.9574,3.7702,,,,,
09:05,3.0099,2.9495,2.7584,3.0454,3.2168,3.6122,4.5148,4.6790,4.4749,2.9368,,4.9090,3.6071,4.5169,3.7943,2.6571,4.2238,4.7236,3.4300,4.0576,4.0811,2.2589,4.4933,4.5767,2.7040,4.2600,4.5156,3.3600,4.5966,4.3387,3.2300,4.3109,4.5874,3.0139,3.4747,2.3324,3.9100,,,,,
09:10,2.5159,2.3133,2.5426,2.6634,2.8292,2.7955,,3.9098,4.6794,2.7313,,4.1344,,4.0780,3.4730,2.3362,3.8771,4.1994,2.9700,3.9708,3.3382,2.0787,4.2812,3.4805,2.5109,3.7900,,2.2300,4.3447,3.6613,3.0600,3.7036,3.7966,2.8550,3.3776,1.5947,3.9165,,,,,
09:15,2.4085,2.0113,2.1122,2.5575,2.5107,2.2706,,,3.6205,,,,,,,,,3.7720,,3.5043,,,3.9950,2.7462,,3.5700,,0.0000,,,1.9800,,2.9697,2.5886,3.3815,,3.4112,,,,,
09:20,,,,,2.2707,1.8476,,,3.0127,,,,,,,,,,,3.4431,,,3.9950,,,,,,,,,,2.9418,2.4816,3.0635,,3.1718,,,,,
09:25,,,,,,,,,,,,,,,,,,,,3.6721,,,,,,,,,,,,,3.2186,2.2597,,,3.2308,,,,,
09:30,,,,,,,,,,,,,,,,,,,,3.6721,,,,,,,,,,,,,,,,,,,,,,
09:35,,,,,,,,,,,,,,,,,,,,3.6721,,,,,,,,,,,,,,,,,,,,,,
09:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
